column,psi,psi_null_q99,p_perm,null_share_ref,null_share_cur,null_share_delta,psi_excl_null,top_bucket,note,p_perm_bh,psi_over_null
V10,0.786967714688592,0.000278766845895876,0.00497512437810945,0.712447206948761,0.283854452003626,-0.428592754945135,0.0028590713900524,__null__,"",0.00497512437810945,2823.03195761858
V11,0.786886649279612,0.000309354730795423,0.00497512437810945,0.712447206948761,0.283854452003626,-0.428592754945135,0.0027599226369909,__null__,"",0.00497512437810945,2543.63864828038
V1,0.785659776548993,0.000262002341483295,0.00497512437810945,0.712447206948761,0.283854452003626,-0.428592754945135,0.000401750807054713,__null__,"",0.00497512437810945,2998.67463817718
id_31_freq,0.783137338688302,0.000392370969876475,0.00497512437810945,0.596949956171807,0.882173059874693,0.285223103702886,1.03716220690837,"[7138, 7469)","",0.00497512437810945,1995.91050004246
V144,0.782706630379822,0.000238359248836499,0.00497512437810945,0.683341302095785,0.893628041795743,0.210286739699958,1.99532351222314,"[38, Inf)","",0.00497512437810945,3283.72670328691
client_d5n_std_prior,0.737335758192447,0.000487104028375506,0.00497512437810945,0.918360028687545,0.661759286005997,-0.256600742681548,1.39083976504904,"[29.6984848, 92.9845417)","",0.00497512437810945,1513.71311925189
M2,0.69373461793926,0.000177619423182935,0.00497512437810945,0.68600087656387,0.282380245634656,-0.403620630929214,0.00356848336540471,__null__,"",0.00497512437810945,3905.73623935691
M3,0.6918761860385,0.000162654657934549,0.00497512437810945,0.68600087656387,0.282380245634656,-0.403620630929214,3.78488452051099e-07,__null__,"",0.00497512437810945,4253.65123153685
id_13,0.689204760925789,0.000192542331792991,0.00497512437810945,0.660122320503626,0.806888926518781,0.146766606015155,1.87090866703734,"[49, 52)","",0.00497512437810945,3579.49732148658
client_m3_mean_prior,0.621738908116227,0.000219708259937387,0.00497512437810945,0.803181528408638,0.441694142021854,-0.361487386386784,0.0730858706612041,__null__,"",0.00497512437810945,2829.8385699901
seconds_since_prev_txn_client,0.597485427528317,0.000407871159276146,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.685564335678977,"[673394.2, Inf)","",0.00497512437810945,1464.88765861426
client_m2_mean_prior,0.594427542117271,0.000151806011325132,0.00497512437810945,0.803181528408638,0.441694142021854,-0.361487386386784,0.00369963741443359,"[0.5, Inf)","",0.00497512437810945,3915.7048981687
client_c12_mean_prior,0.575628273667591,0.000745966126238676,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.593463919046291,__other__,"",0.00497512437810945,771.654708465161
client_d10n_std_prior,0.575224348866697,0.000272815931057966,0.00497512437810945,0.837726113634553,0.512077535286325,-0.325648578348228,0.173752716403228,__null__,"",0.00497512437810945,2108.47052309595
client_d15n_std_prior,0.569704241406184,0.000299045442102728,0.00497512437810945,0.850087656386963,0.514328688255157,-0.335758968131806,0.0196870751655272,"[-Inf, 0.5000000)","",0.00497512437810945,1905.07582192301
client_txn_count_prior,0.53932013058109,0.000249464830561515,0.00497512437810945,0.0908040481313252,0.104071000966203,0.0132669528348776,0.595796294040743,"[4, Inf)","",0.00497512437810945,2161.90847169578
client_d2n_std_prior,0.482491678601878,0.000382538815897886,0.00497512437810945,0.899225037851622,0.618728397398225,-0.280496640453397,0.0171896594017456,               0,"",0.00497512437810945,1261.28815835168
client_c9_mean_prior,0.480713787468199,0.00030534293394182,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.487477052263803,"[1.0, 2.0)","",0.00497512437810945,1574.34063157261
V329,0.476796678354928,0.000769212434503164,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,1.58809849685911,               0,"",0.00497512437810945,619.850456087455
V330,0.472499475882277,0.000594820496368932,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,1.56692138549046,               0,"",0.00497512437810945,794.356413013067
id_38,0.471165229388989,0.000203066461557117,0.00497512437810945,0.59533628177544,0.798213022820316,0.202876741044876,0.895208851550724,               1,"",0.00497512437810945,2320.25133927132
id_30,0.463013820704075,0.000732698618846524,0.00497512437810945,0.701360666188541,0.900351618140707,0.198990951952166,0.910786852656622,iOS 11.1.2,"",0.00497512437810945,631.92943018371
D15,0.462628201512035,0.000410473579053553,0.00497512437810945,0.340475336680214,0.094966780552429,-0.245508556127785,0.0909017798279805,__null__,"",0.00497512437810945,1127.05963335993
V166,0.455731910209929,0.000256931799740315,0.00497512437810945,0.683341302095785,0.893628041795743,0.210286739699958,0.687270578454791,"[-Inf, 126.50)","",0.00497512437810945,1773.74661552421
V75,0.452716730702695,0.000279190957697498,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.0794536349659264,__null__,"",0.00497512437810945,1621.53077748747
V76,0.452200234180277,0.000300565531997026,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.0788559497808113,__null__,"",0.00497512437810945,1504.49797478692
V85,0.432664351735341,0.000334386257740725,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.0535688124918643,__null__,"",0.00497512437810945,1293.90589989741
V12,0.428681239367419,0.000260123086860718,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.0742566282362602,__null__,"",0.00497512437810945,1647.99381916052
V13,0.427810816270385,0.000334109857876543,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.0732021857093965,__null__,"",0.00497512437810945,1280.44954731167
V93,0.425584869347563,0.00041670364507403,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.0446133094800116,__null__,"",0.00497512437810945,1021.31304676242
client_c8_mean_prior,0.419285407205331,0.000210387929466581,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.366073247084666,"[-Inf, 0.6)","",0.00497512437810945,1992.9156975326
V92,0.419080837065917,0.000524047594918613,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.0367178652903878,__null__,"",0.00497512437810945,799.69995307583
V81,0.418983806528084,0.000574703948280451,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.0364965180747566,__null__,"",0.00497512437810945,729.042853771422
client_c10_mean_prior,0.416056487875155,0.000194743753431156,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.359645371717857,"[-Inf, 0.5714286)","",0.00497512437810945,2136.43046590573
V53,0.414320778458045,0.000443418459156836,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.108815924968083,__null__,"",0.00497512437810945,934.378733907196
V84,0.41333800620833,0.000259981170455428,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.0292910666809734,__null__,"",0.00497512437810945,1589.87670331762
V80,0.412871045014801,0.00047787496814354,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.0286955594834604,__null__,"",0.00497512437810945,863.972948025993
V54,0.412014113284671,0.000361533619074944,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.10597487930385,__null__,"",0.00497512437810945,1139.62876907241
V79,0.410810045359156,0.000428046348981471,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.0254764595019319,__null__,"",0.00497512437810945,959.732623199966
V25,0.409852724066746,0.000331574133338483,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.0521962910069351,__null__,"",0.00497512437810945,1236.08171705105
V26,0.409130862444176,0.000151409503320698,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.0513979110576667,__null__,"",0.00497512437810945,2702.1478405989
V328,0.398562186238069,0.000520805577024286,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.792602843341421,               0,"",0.00497512437810945,765.280180975257
D10,0.398111409325026,0.000385453567183291,0.00497512437810945,0.309417085026695,0.0814797844471228,-0.227937300579573,0.0358809736961569,__null__,"",0.00497512437810945,1032.83882474933
V326,0.39782192903323,0.000718263382700896,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.68891178075407,               0,"",0.00497512437810945,553.866365200596
V94,0.396345114958518,0.000265350345546087,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.00734799257741828,__null__,"",0.00497512437810945,1493.66722753967
V83,0.395497901596751,0.000393564250959086,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.00576263004940438,__null__,"",0.00497512437810945,1004.91317652188
V91,0.393100784285206,0.000336636985472755,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.00315359918266433,__null__,"",0.00497512437810945,1167.72904121975
V90,0.392981137577115,0.000291326690950204,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.00300394874638949,__null__,"",0.00497512437810945,1348.93626222627
V89,0.392242881005322,0.000231009441839285,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.00208799671945324,__null__,"",0.00497512437810945,1697.95172821641
V82,0.391445128406765,0.000494280966037262,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.00105715896117506,__null__,"",0.00497512437810945,791.94861891011
V88,0.391112385779861,0.000159138226734024,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.000631504471035683,__null__,"",0.00497512437810945,2457.6897317924
V86,0.39072425791487,0.000152844868214043,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,0.000121052469498561,__null__,"",0.00497512437810945,2556.34528316452
V87,0.390682775298761,0.000130414328703611,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,6.74950878046098e-05,__null__,"",0.00497512437810945,2995.70437683004
V77,0.390630529626014,0.000167474109412212,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,3.09106248665719e-07,__null__,"",0.00497512437810945,2332.48309841456
V78,0.390630529626014,0.000163191603347689,0.00497512437810945,0.340525141445534,0.0951161933600948,-0.245408948085439,3.09106248665719e-07,__null__,"",0.00497512437810945,2393.6925773917
ProductCD,0.386596818789197,0.000243167755397833,0.00497512437810945,0,0,0,0.386596818789197,H,"",0.00497512437810945,1589.83586518989
V327,0.383433754759261,0.000547140900206447,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.613804200112942,               0,"",0.00497512437810945,700.795269764304
client_c4_mean_prior,0.383420128311729,0.000208092670317283,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.288661710822639,"[-Inf, 0.25)","",0.00497512437810945,1842.54509169939
V19,0.38126694871928,0.000384250407214348,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.0154287672744444,__null__,"",0.00497512437810945,992.235639991388
V33,0.378840717831125,0.000386127425774728,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.013334331101812,__null__,"",0.00497512437810945,981.128748031864
V20,0.376579495456574,0.000208937162199359,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.00942738478211266,__null__,"",0.00497512437810945,1802.35766338809
V15,0.376397086157815,0.000441492056305561,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.00990918570697669,__null__,"",0.00497512437810945,852.556871141769
V31,0.375746205426636,0.00043466388556437,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.00874109821461646,__null__,"",0.00497512437810945,864.452322600404
V22,0.37389360610297,0.000495121882229253,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.00631464860333503,__null__,"",0.00497512437810945,755.154679125752
V21,0.372810489627929,0.000299667567807272,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.00496011263339679,__null__,"",0.00497512437810945,1244.08020646298
client_m6_mean_prior,0.37193787935689,0.000287514127660277,0.00497512437810945,0.728733365208383,0.433117846861833,-0.29561551834655,0.000586912849901588,__null__,"",0.00497512437810945,1293.63340293444
V34,0.371297331289754,0.000174124522180054,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.00282200660182666,__null__,"",0.00497512437810945,2132.36669161287
V30,0.370949060797069,0.000383889526663355,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.00238028893651136,__null__,"",0.00497512437810945,966.29117241421
V32,0.370757314652531,0.000156394950470569,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.00216305023228305,__null__,"",0.00497512437810945,2370.64760426713
V28,0.370213403757745,0.000254109940545373,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.00149769953356643,__null__,"",0.00497512437810945,1456.90248466152
V29,0.370149249413214,0.000235308644207136,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.00140408234282212,__null__,"",0.00497512437810945,1573.03719402412
V16,0.36992666826297,0.000177527898304281,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.00112796325885711,__null__,"",0.00497512437810945,2083.76639275546
V18,0.369661042698163,0.00015005540627498,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.000796782332521296,__null__,"",0.00497512437810945,2463.49699670768
V17,0.369604606368933,0.000142693050903729,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.000726488018224347,__null__,"",0.00497512437810945,2590.20747000705
V27,0.369597052354066,0.000238337069755275,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.000732201688573105,__null__,"",0.00497512437810945,1550.73255173259
V23,0.369358114577623,0.000190193575159039,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.000425599918922046,__null__,"",0.00497512437810945,1942.01152309571
V24,0.369239352291608,0.000156460545014026,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.000274974020138654,__null__,"",0.00497512437810945,2359.95184765915
V14,0.369182671438373,0.000177325981029397,0.00497512437810945,0.309486811698143,0.0815495104240335,-0.22793730127411,0.000204057514110887,__null__,"",0.00497512437810945,2081.9434878929
V335,0.368382239011301,0.000694949852190371,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.451949235949051,               0,"",0.00497512437810945,530.084635388034
V143,0.367972754234781,0.000229419912065467,0.00497512437810945,0.683341302095785,0.893628041795743,0.210286739699958,0.317915457193952,"[16, 27)","",0.00497512437810945,1603.92683844189
V338,0.366668451295,0.000734182197826423,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.451143390074802,               0,"",0.00497512437810945,499.424328702789
V339,0.363784899671283,0.000803319809272121,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.438864771386939,               0,"",0.00497512437810945,452.851897180158
V336,0.363651983872706,0.000908231047573734,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.435322290801957,               0,"",0.00497512437810945,400.395895784638
V337,0.361680816337708,0.00073087552337888,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.430907935071062,               0,"",0.00497512437810945,494.859664564544
V67,0.360681047890612,0.000516933298520346,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.0431138183251381,__null__,"",0.00497512437810945,697.732277883847
V164,0.360123427712616,0.000239437772357929,0.00497512437810945,0.683341302095785,0.893628041795743,0.210286739699958,0.294773421549184,"[-Inf, 115)","",0.00497512437810945,1504.03766359084
V66,0.359453948991319,0.00042266204868054,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.0414998556015219,__null__,"",0.00497512437810945,850.452388884823
V175,0.3467139503004,0.00048705209516047,0.00497512437810945,0.603484341381783,0.79856165270487,0.195077311323086,0.774041193157168,               0,"",0.00497512437810945,711.86214728461
V165,0.345440764861539,0.000258904586324768,0.00497512437810945,0.683341302095785,0.893628041795743,0.210286739699958,0.238653930516456,"[-Inf, 150)","",0.00497512437810945,1334.23965085045
V58,0.34269227562303,0.000452758602177538,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.0196721749035367,__null__,"",0.00497512437810945,756.898431028931
client_c13_mean_prior,0.342537828335108,0.000393064402641239,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.200440438195027,__null__,"",0.00497512437810945,871.454718446615
V64,0.339951609552261,0.000327122235047155,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.0161887851188166,__null__,"",0.00497512437810945,1039.21890085905
V323,0.338789369573176,0.000186622607186276,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.257257667064374,"[-Inf, 1)","",0.00497512437810945,1815.37153874941
V72,0.338776603768844,0.000404909697312612,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.0148005525785589,__null__,"",0.00497512437810945,836.671993823084
V57,0.338159419588699,0.000357927047621864,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.0141933836494974,__null__,"",0.00497512437810945,944.771907670836
V62,0.336937456786244,0.000460755541380977,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.0124711944754923,__null__,"",0.00497512437810945,731.271632189978
V332,0.33561240491397,0.000146983680689276,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.24845890129118,"[-Inf, 150)","",0.00497512437810945,2283.33107008971
V71,0.335356440752185,0.000336482888180597,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.0106962998263254,__null__,"",0.00497512437810945,996.65228911193
V61,0.334936292282582,0.000351273300156928,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.0101237803675111,__null__,"",0.00497512437810945,953.492030658043
V60,0.334240308002761,0.000595349680697285,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.00925414595353782,__null__,"",0.00497512437810945,561.418471932818
V324,0.332989376511939,0.00017532217035083,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.229536688883239,"[-Inf, 1)","",0.00497512437810945,1899.29987659637
V59,0.330947237246884,0.000423361057914254,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.00520551412472182,__null__,"",0.00497512437810945,781.713932021384
V63,0.330615938074273,0.000293922773898232,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.0047800384028542,__null__,"",0.00497512437810945,1124.83947293157
V73,0.330451206069303,0.000390366856767271,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.0045966333487681,__null__,"",0.00497512437810945,846.51450383328
V69,0.329274241734808,0.0002718640511613,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.00312091777052464,__null__,"",0.00497512437810945,1211.17242360023
V70,0.329257475551915,0.000352602696558117,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.00307111336356514,__null__,"",0.00497512437810945,933.791711651435
V333,0.328449429986658,0.000143712646771517,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.21226952448704,"[-Inf, 115)","",0.00497512437810945,2285.45947322817
V74,0.327571319169594,0.000506308128043009,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.00100253320213913,__null__,"",0.00497512437810945,646.980170821528
V68,0.327369251471217,0.000313113604233998,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.000750066781365215,__null__,"",0.00497512437810945,1045.52867408011
V65,0.326898935392477,0.000230517215669716,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.000157488767311146,__null__,"",0.00497512437810945,1418.11072306572
V55,0.326871725845406,0.000199334045302205,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.000122859884585549,__null__,"",0.00497512437810945,1639.81885457572
V56,0.326871725845406,0.000190075147721881,0.00497512437810945,0.302643636943183,0.0870379408922933,-0.215605696050889,0.000122859884585549,__null__,"",0.00497512437810945,1719.69733951588
V322,0.322563320164783,0.000157050301215943,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.178833348177486,"[-Inf, 1)","",0.00497512437810945,2053.88539638176
V331,0.321014035024222,0.000202097929517202,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.173333454009277,"[-Inf, 100)","",0.00497512437810945,1588.40833150098
V334,0.320993986640728,0.000814226513379154,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.190036449441772,               0,"",0.00497512437810945,394.231803271251
V325,0.307311641481128,0.0003804144243633,0.00497512437810945,0.682046378197466,0.892900899465102,0.210854521267636,0.114692859585195,               0,"",0.00497512437810945,807.833830158979
client_c5_mean_prior,0.298094711314227,0.000279849004536601,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.108517970542823,__null__,"",0.00497512437810945,1065.19839799981
C9,0.296912040212641,0.00023255505853507,0.00497512437810945,0,0,0,0.296912040212641,"[-Inf, 1)","",0.00497512437810945,1276.73868753049
client_c14_mean_prior,0.296140296935278,0.000321960781005851,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.105025503544649,__null__,"",0.00497512437810945,919.802393353916
V147,0.29450722665368,0.000563271310044674,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0470828310553124,               0,"",0.00497512437810945,522.851459681697
V146,0.294173231032088,0.000523772547656727,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.044578298716001,               0,"",0.00497512437810945,561.643087917018
V140,0.293881028358808,0.000190932197510029,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0381705466461619,"[1, 2)","",0.00497512437810945,1539.19051994031
V163,0.293650160146786,0.000827737083292827,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0413326000990342,               0,"",0.00497512437810945,354.762600436619
