column,group,size,representative,is_representative,null_rate,iv,predictable,redun_r2,redun_note
V42,67,8,V81,FALSE,0.461710096422026,0.2772,FALSE,,linear
V43,67,8,V81,FALSE,0.461710096422026,0.319,TRUE,,linear
V80,67,8,V81,FALSE,0.340525141445534,0.274,TRUE,,linear
V84,67,8,V81,FALSE,0.340525141445534,0.2452,TRUE,,linear
V85,67,8,V81,FALSE,0.340525141445534,0.2565,TRUE,,linear
V215,129,7,V215,TRUE,0.603484341381783,0.1538,TRUE,,linear
V180,129,7,V215,FALSE,0.603484341381783,0.143,FALSE,,linear
V181,129,7,V215,FALSE,0.603484341381783,0.1,FALSE,,linear
V182,129,7,V215,FALSE,0.603484341381783,0.1444,TRUE,,linear
V183,129,7,V215,FALSE,0.603484341381783,0.1277,TRUE,,linear
V214,129,7,V215,FALSE,0.603484341381783,0.1194,FALSE,,linear
V216,129,7,V215,FALSE,0.603484341381783,0.1469,TRUE,,linear
V213,128,6,V213,TRUE,0.603484341381783,0.4019,TRUE,,spline
V177,128,6,V213,FALSE,0.603484341381783,0.3311,FALSE,,spline
V178,128,6,V213,FALSE,0.603484341381783,0.3745,TRUE,,spline
V179,128,6,V213,FALSE,0.603484341381783,0.3752,TRUE,,spline
V211,128,6,V213,FALSE,0.603484341381783,0.3691,FALSE,,spline
V212,128,6,V213,FALSE,0.603484341381783,0.3558,FALSE,,spline
V218,140,6,V218,TRUE,0.615407602199378,0.4327,TRUE,,linear
V217,140,6,V218,FALSE,0.615407602199378,0.3655,FALSE,,linear
V219,140,6,V218,FALSE,0.615407602199378,0.4312,TRUE,,linear
V263,140,6,V218,FALSE,0.615407602199378,0.2378,FALSE,,linear
V264,140,6,V218,FALSE,0.615407602199378,0.3832,FALSE,,linear
V265,140,6,V218,FALSE,0.615407602199378,0.3854,TRUE,,linear
V275,150,6,V275,TRUE,0.615407602199378,0.4818,TRUE,,spline
V231,150,6,V275,FALSE,0.615407602199378,0.4071,TRUE,,spline
V232,150,6,V275,FALSE,0.615407602199378,0.4505,FALSE,,spline
V233,150,6,V275,FALSE,0.615407602199378,0.4518,FALSE,,spline
V273,150,6,V275,FALSE,0.615407602199378,0.4478,FALSE,,spline
V274,150,6,V275,FALSE,0.615407602199378,0.4454,FALSE,,spline
V277,152,6,V277,TRUE,0.615407602199378,0.1696,TRUE,,linear
V235,152,6,V277,FALSE,0.615407602199378,0.09,FALSE,,linear
V236,152,6,V277,FALSE,0.615407602199378,0.157,FALSE,,linear
V237,152,6,V277,FALSE,0.615407602199378,0.1307,FALSE,,linear
V276,152,6,V277,FALSE,0.615407602199378,0.1123,FALSE,,linear
V278,152,6,V277,FALSE,0.615407602199378,0.1498,TRUE,,linear
V245,158,6,V245,TRUE,0.594658936967089,0.0517,TRUE,,linear
V250,158,6,V245,FALSE,0.594658936967089,0.0517,FALSE,,linear
V251,158,6,V245,FALSE,0.594658936967089,0.0516,TRUE,,linear
V255,158,6,V245,FALSE,0.594658936967089,0.0517,TRUE,,linear
V256,158,6,V245,FALSE,0.594658936967089,0.0516,TRUE,,linear
V259,158,6,V245,FALSE,0.594658936967089,0.0517,FALSE,,linear
ProductCD_is_W,17,6,ProductCD_is_W,TRUE,0,0.1078,FALSE,,linear
C10,17,6,ProductCD_is_W,FALSE,0,0.1002,TRUE,,linear
C8,17,6,ProductCD_is_W,FALSE,0,0.1032,FALSE,,linear
V302,17,6,ProductCD_is_W,FALSE,0.000109570483703881,0.1232,TRUE,,linear
V303,17,6,ProductCD_is_W,FALSE,0.000109570483703881,0.0745,FALSE,,linear
V304,17,6,ProductCD_is_W,FALSE,0.000109570483703881,0.1958,TRUE,,linear
V332,190,6,V332,TRUE,0.682046378197466,0.1242,FALSE,,linear
V322,190,6,V332,FALSE,0.682046378197466,0.1026,FALSE,,linear
V323,190,6,V332,FALSE,0.682046378197466,0.1107,FALSE,,linear
V324,190,6,V332,FALSE,0.682046378197466,0.1138,TRUE,,linear
V331,190,6,V332,FALSE,0.682046378197466,0.1082,TRUE,,linear
V333,190,6,V332,FALSE,0.682046378197466,0.1189,TRUE,,linear
V338,194,6,V338,TRUE,0.682046378197466,0.0987,TRUE,,spline
V328,194,6,V338,FALSE,0.682046378197466,0.0802,TRUE,,spline
V329,194,6,V338,FALSE,0.682046378197466,0.0822,FALSE,,spline
V330,194,6,V338,FALSE,0.682046378197466,0.0803,FALSE,,spline
V337,194,6,V338,FALSE,0.682046378197466,0.0944,TRUE,,spline
V339,194,6,V338,FALSE,0.682046378197466,0.096,FALSE,,spline
V70,62,6,V70,TRUE,0.302643636943183,0.4826,FALSE,,linear
V29,62,6,V70,FALSE,0.309486811698143,0.4364,FALSE,,linear
V30,62,6,V70,FALSE,0.309486811698143,0.4422,TRUE,,linear
V69,62,6,V70,FALSE,0.302643636943183,0.4744,TRUE,,linear
V90,62,6,V70,FALSE,0.340525141445534,0.4785,TRUE,,linear
V91,62,6,V70,FALSE,0.340525141445534,0.4797,FALSE,,linear
V161,117,5,V161,TRUE,0.683341302095785,0.1698,FALSE,,linear
V141,117,5,V161,FALSE,0.683341302095785,0.1392,FALSE,,linear
V142,117,5,V161,FALSE,0.683341302095785,0.1366,FALSE,,linear
V162,117,5,V161,FALSE,0.683341302095785,0.1644,TRUE,,linear
V163,117,5,V161,FALSE,0.683341302095785,0.1648,TRUE,,linear
V168,121,5,V168,TRUE,0.603484341381783,0.3542,TRUE,,linear
V167,121,5,V168,FALSE,0.603484341381783,0.3009,FALSE,,linear
V202,121,5,V168,FALSE,0.603484341381783,0.1809,FALSE,,linear
V203,121,5,V168,FALSE,0.603484341381783,0.3327,FALSE,,linear
V204,121,5,V168,FALSE,0.603484341381783,0.3279,TRUE,,linear
V210,126,5,V210,TRUE,0.603484341381783,0.1389,TRUE,,linear
V174,126,5,V210,FALSE,0.603484341381783,0.0735,FALSE,,linear
V175,126,5,V210,FALSE,0.603484341381783,0.0819,FALSE,,linear
V208,126,5,V210,FALSE,0.603484341381783,0.1252,FALSE,,linear
V209,126,5,V210,FALSE,0.603484341381783,0.1337,FALSE,,linear
V289,179,5,V289,TRUE,0,0.0804,FALSE,,linear
V288,179,5,V289,FALSE,0,0.0536,FALSE,,linear
V313,179,5,V289,FALSE,0,0.0576,FALSE,,linear
V314,179,5,V289,FALSE,0,0.0512,FALSE,,linear
V315,179,5,V289,FALSE,0,0.0517,TRUE,,linear
V72,74,5,V72,TRUE,0.302643636943183,0.2745,TRUE,,linear
V50,74,5,V72,FALSE,0.461710096422026,0.3236,FALSE,,linear
V71,74,5,V72,FALSE,0.302643636943183,0.2505,TRUE,,linear
V92,74,5,V72,FALSE,0.340525141445534,0.3053,TRUE,,linear
V93,74,5,V72,FALSE,0.340525141445534,0.3151,TRUE,,linear
V197,135,4,V197,TRUE,0.603484341381783,0.4062,FALSE,,linear
V194,135,4,V197,FALSE,0.603484341381783,0.3079,FALSE,,linear
V195,135,4,V197,FALSE,0.603484341381783,0.3547,TRUE,,linear
V198,135,4,V197,FALSE,0.603484341381783,0.0615,FALSE,,linear
V271,147,4,V271,TRUE,0.594658936967089,0.1281,FALSE,,linear
V227,147,4,V271,FALSE,0.594658936967089,0.0823,FALSE,,linear
V270,147,4,V271,FALSE,0.594658936967089,0.1112,TRUE,,linear
V272,147,4,V271,FALSE,0.594658936967089,0.1276,TRUE,,linear
V299,187,4,V299,TRUE,0.000109570483703881,0.0523,FALSE,,spline
V297,187,4,V299,FALSE,0.000109570483703881,0.0239,FALSE,,spline
V319,187,4,V299,FALSE,0.000109570483703881,0.0202,TRUE,,spline
V321,187,4,V299,FALSE,0.000109570483703881,0.0499,FALSE,,spline
V33,55,4,V33,TRUE,0.309486811698143,0.2908,TRUE,,linear
V15,55,4,V33,FALSE,0.309486811698143,0.2798,FALSE,,linear
V16,55,4,V33,FALSE,0.309486811698143,0.2694,TRUE,,linear
V34,55,4,V33,FALSE,0.309486811698143,0.2684,FALSE,,linear
V22,56,4,V22,TRUE,0.309486811698143,0.1837,TRUE,,linear
V17,56,4,V22,FALSE,0.309486811698143,0.178,TRUE,,linear
V18,56,4,V22,FALSE,0.309486811698143,0.1787,TRUE,,linear
V21,56,4,V22,FALSE,0.309486811698143,0.1773,FALSE,,linear
V60,78,4,V60,TRUE,0.302643636943183,0.2442,FALSE,,linear
V59,78,4,V60,FALSE,0.302643636943183,0.221,TRUE,,linear
V63,78,4,V60,FALSE,0.302643636943183,0.2071,FALSE,,linear
V64,78,4,V60,FALSE,0.302643636943183,0.2278,TRUE,,linear
V133,98,4,V133,TRUE,0,0.3548,FALSE,,spline
V102,98,4,V133,FALSE,0,0.3547,TRUE,,spline
V103,98,4,V133,FALSE,0,0.3109,FALSE,,spline
V134,98,4,V133,FALSE,0,0.3278,FALSE,,spline
V137,99,4,V137,TRUE,0,0.0306,TRUE,,spline
V104,99,4,V137,FALSE,0,0.0257,FALSE,,spline
V106,99,4,V137,FALSE,0,0.0273,FALSE,,spline
V135,99,4,V137,FALSE,0,0.0252,FALSE,,spline
V119,109,3,V119,TRUE,0,0.0355,TRUE,,spline
V117,109,3,V119,FALSE,0,0.0353,FALSE,,spline
V118,109,3,V119,FALSE,0,0.0323,FALSE,,spline
V145,119,3,V145,TRUE,0.683341302095785,0.2368,FALSE,,spline
V144,119,3,V145,FALSE,0.683341302095785,0.191,TRUE,,spline
V166,119,3,V145,FALSE,0.683341302095785,0.1646,FALSE,,spline
V192,134,3,V192,TRUE,0.603484341381783,0.3212,TRUE,,spline
V191,134,3,V192,FALSE,0.603484341381783,0.2352,FALSE,,spline
V193,134,3,V192,FALSE,0.603484341381783,0.2832,TRUE,,spline
V296,186,3,V296,TRUE,0,0.1289,FALSE,,spline
V298,186,3,V296,FALSE,0.000109570483703881,0.1072,TRUE,,spline
V320,186,3,V296,FALSE,0.000109570483703881,0.0918,FALSE,,spline
V136,100,2,V136,TRUE,0,0.038,FALSE,,spline
V105,100,2,V136,FALSE,0,0.0264,FALSE,,spline
V113,105,2,V113,TRUE,0,0.1767,TRUE,,spline
V112,105,2,V113,FALSE,0,0.1697,FALSE,,spline
V120,110,2,V120,TRUE,0,0.0437,TRUE,,linear
V122,110,2,V120,FALSE,0,0.042,FALSE,,linear
V147,120,2,V147,TRUE,0.683341302095785,0.2945,FALSE,,spline
V146,120,2,V147,FALSE,0.683341302095785,0.2675,TRUE,,spline
V170,123,2,V170,TRUE,0.603484341381783,0.3545,FALSE,,linear
V171,123,2,V170,FALSE,0.603484341381783,0.3511,FALSE,,linear
V205,124,2,V205,TRUE,0.603484341381783,0.0774,FALSE,,linear
V172,124,2,V205,FALSE,0.603484341381783,0.0767,TRUE,,linear
V206,125,2,V206,TRUE,0.603484341381783,0.0753,FALSE,,spline
V173,125,2,V206,FALSE,0.603484341381783,0.0694,FALSE,,spline
V185,130,2,V185,TRUE,0.603484341381783,0.1539,FALSE,,linear
V184,130,2,V185,FALSE,0.603484341381783,0.1508,TRUE,,linear
V187,131,2,V187,TRUE,0.603484341381783,0.5898,FALSE,,spline
V186,131,2,V187,FALSE,0.603484341381783,0.4365,TRUE,,spline
V188,132,2,V188,TRUE,0.603484341381783,0.0615,FALSE,,linear
V189,132,2,V188,FALSE,0.603484341381783,0.0615,FALSE,,linear
V200,138,2,V200,TRUE,0.603484341381783,0.0615,TRUE,,linear
V201,138,2,V200,FALSE,0.603484341381783,0.0615,FALSE,,linear
V222,142,2,V222,TRUE,0.594658936967089,0.3881,TRUE,,spline
V221,142,2,V222,FALSE,0.594658936967089,0.3612,FALSE,,spline
V266,143,2,V266,TRUE,0.615407602199378,0.0554,FALSE,,linear
V223,143,2,V266,FALSE,0.615407602199378,0.0524,FALSE,,linear
V224,144,2,V224,TRUE,0.615407602199378,0.0576,TRUE,,linear
V267,144,2,V224,FALSE,0.615407602199378,0.0548,FALSE,,linear
V268,145,2,V268,TRUE,0.615407602199378,0.0784,FALSE,,linear
V225,145,2,V268,FALSE,0.615407602199378,0.0636,FALSE,,linear
V230,149,2,V230,TRUE,0.615407602199378,0.4272,FALSE,,linear
V229,149,2,V230,FALSE,0.615407602199378,0.4239,FALSE,,linear
V239,153,2,V239,TRUE,0.594658936967089,0.1658,FALSE,,spline
V238,153,2,V239,FALSE,0.594658936967089,0.1428,TRUE,,spline
V244,156,2,V244,TRUE,0.615407602199378,0.5966,FALSE,,spline
V242,156,2,V244,FALSE,0.615407602199378,0.5392,TRUE,,spline
V262,169,2,V262,TRUE,0.615407602199378,0.0432,FALSE,,linear
V261,169,2,V262,FALSE,0.615407602199378,0.0426,FALSE,,linear
V279,171,2,V279,TRUE,0.000109570483703881,0.1752,FALSE,,linear
V306,171,2,V279,FALSE,0.000109570483703881,0.1129,FALSE,,linear
V280,172,2,V280,TRUE,0.000109570483703881,0.2371,FALSE,,linear
V308,172,2,V280,FALSE,0.000109570483703881,0.1968,FALSE,,linear
V283,174,2,V283,TRUE,0,0.2182,FALSE,,linear
V282,174,2,V283,FALSE,0,0.1649,FALSE,,linear
V309,175,2,V309,TRUE,0.000109570483703881,0.0789,FALSE,,spline
V284,175,2,V309,FALSE,0.000109570483703881,0.048,FALSE,,spline
V310,176,2,V310,TRUE,0.000109570483703881,0.0195,FALSE,,spline
V285,176,2,V310,FALSE,0.000109570483703881,0.0093,FALSE,,spline
V311,177,2,V311,TRUE,0.000109570483703881,0.0088,FALSE,,linear
V286,177,2,V311,FALSE,0.000109570483703881,0.0036,FALSE,,linear
V287,178,2,V287,TRUE,0.000109570483703881,0.074,FALSE,,linear
V312,178,2,V287,FALSE,0.000109570483703881,0.0679,FALSE,,linear
V316,183,2,V316,TRUE,0.000109570483703881,0.202,FALSE,,spline
V293,183,2,V316,FALSE,0.000109570483703881,0.195,FALSE,,spline
V294,184,2,V294,TRUE,0.000109570483703881,0.367,FALSE,,spline
V317,184,2,V294,FALSE,0.000109570483703881,0.3226,FALSE,,spline
V318,185,2,V318,TRUE,0.000109570483703881,0.3481,FALSE,,spline
V295,185,2,V318,FALSE,0.000109570483703881,0.3366,FALSE,,spline
V301,188,2,V301,TRUE,0,0.0254,FALSE,,spline
V300,188,2,V301,FALSE,0,0.0163,TRUE,,spline
V334,191,2,V334,TRUE,0.682046378197466,0.093,FALSE,,spline
V325,191,2,V334,FALSE,0.682046378197466,0.0808,FALSE,,spline
V326,192,2,V326,TRUE,0.682046378197466,0.1013,FALSE,,linear
V335,192,2,V326,FALSE,0.682046378197466,0.0975,FALSE,,linear
V336,193,2,V336,TRUE,0.682046378197466,0.1003,FALSE,,spline
V327,193,2,V336,FALSE,0.682046378197466,0.094,FALSE,,spline
D2n,23,2,D2n,TRUE,0.576470236672245,0.2436,FALSE,,spline
D2,23,2,D2n,FALSE,0.576470236672245,0.2374,TRUE,,spline
client_c7_mean_prior,247,2,client_c7_mean_prior,TRUE,0.617150768985577,0.0933,TRUE,,spline
client_c12_mean_prior,247,2,client_c7_mean_prior,FALSE,0.617150768985577,0.0788,FALSE,,spline
client_c10_mean_prior,248,2,client_c10_mean_prior,TRUE,0.617150768985577,0.0155,FALSE,,linear
client_c8_mean_prior,248,2,client_c10_mean_prior,FALSE,0.617150768985577,0.0138,TRUE,,linear
D5,26,2,D5,TRUE,0.653189497171089,0.3968,TRUE,,spline
D5n,26,2,D5,FALSE,0.653189497171089,0.2943,FALSE,,spline
card4_is_mastercard,265,2,card4_is_mastercard,TRUE,6.97266714479241e-05,0.0093,FALSE,,spline
card4_is_visa,265,2,card4_is_mastercard,FALSE,6.97266714479241e-05,0.0043,FALSE,,spline
card6_is_credit,268,2,card6_is_credit,TRUE,3.98438122559567e-05,0.0924,FALSE,,spline
card6_is_debit,268,2,card6_is_credit,FALSE,3.98438122559567e-05,0.0922,TRUE,,spline
DeviceType_is_desktop,274,2,DeviceType_is_desktop,TRUE,0.596511674236991,0.141,TRUE,,spline
DeviceType_is_mobile,274,2,DeviceType_is_desktop,FALSE,0.596511674236991,0.141,FALSE,,spline
D10n,31,2,D10n,TRUE,0.309417085026695,0.1928,FALSE,,spline
D10,31,2,D10n,FALSE,0.309417085026695,0.1693,TRUE,,spline
D11n,32,2,D11n,TRUE,0.712447206948761,0.1016,FALSE,,spline
D11,32,2,D11n,FALSE,0.712447206948761,0.0963,TRUE,,spline
D15n,36,2,D15n,TRUE,0.340475336680214,0.1957,FALSE,,spline
D15,36,2,D15n,FALSE,0.340475336680214,0.1849,TRUE,,spline
V5,47,2,V5,TRUE,0.712447206948761,0.0888,FALSE,,linear
V4,47,2,V5,FALSE,0.712447206948761,0.0716,FALSE,,linear
V10,52,2,V10,TRUE,0.712447206948761,0.1679,TRUE,,linear
V11,52,2,V10,FALSE,0.712447206948761,0.1669,FALSE,,linear
V12,53,2,V12,TRUE,0.309486811698143,0.1042,FALSE,,linear
V13,53,2,V12,FALSE,0.309486811698143,0.0899,FALSE,,linear
V19,57,2,V19,TRUE,0.309486811698143,0.0364,FALSE,,linear
V20,57,2,V19,FALSE,0.309486811698143,0.0066,FALSE,,linear
V25,60,2,V25,TRUE,0.309486811698143,0.0629,FALSE,,linear
V26,60,2,V25,FALSE,0.309486811698143,0.0093,FALSE,,linear
V27,61,2,V27,TRUE,0.309486811698143,0.0078,TRUE,,linear
V28,61,2,V27,FALSE,0.309486811698143,0.0076,FALSE,,linear
V31,63,2,V31,TRUE,0.309486811698143,0.2118,TRUE,,linear
V32,63,2,V31,FALSE,0.309486811698143,0.203,FALSE,,linear
V35,64,2,V35,TRUE,0.461710096422026,0.0958,FALSE,,linear
V36,64,2,V35,FALSE,0.461710096422026,0.0888,FALSE,,linear
V49,73,2,V49,TRUE,0.461710096422026,0.411,FALSE,,linear
V48,73,2,V49,FALSE,0.461710096422026,0.4099,TRUE,,linear
V53,75,2,V53,TRUE,0.302643636943183,0.1309,FALSE,,linear
V54,75,2,V53,FALSE,0.302643636943183,0.114,FALSE,,linear
V62,79,2,V62,TRUE,0.302643636943183,0.1078,FALSE,,linear
V61,79,2,V62,FALSE,0.302643636943183,0.0512,FALSE,,linear
V67,81,2,V67,TRUE,0.302643636943183,0.1756,FALSE,,linear
V66,81,2,V67,FALSE,0.302643636943183,0.0621,FALSE,,linear
V75,83,2,V75,TRUE,0.340525141445534,0.1205,FALSE,,linear
V76,83,2,V75,FALSE,0.340525141445534,0.1154,FALSE,,linear
V83,86,2,V83,TRUE,0.340525141445534,0.0948,FALSE,,linear
V82,86,2,V83,FALSE,0.340525141445534,0.0598,FALSE,,linear
V95,91,2,V95,TRUE,0,0.1882,FALSE,,linear
V126,91,2,V95,FALSE,0,0.1427,FALSE,,linear
V96,92,2,V96,TRUE,0,0.0731,FALSE,,spline
V127,92,2,V96,FALSE,0,0.0656,FALSE,,spline
V128,93,2,V128,TRUE,0,0.1623,FALSE,,linear
V97,93,2,V128,FALSE,0,0.1594,FALSE,,linear
V129,94,2,V129,TRUE,0,0.0551,FALSE,,linear
V98,94,2,V129,FALSE,0,0.0281,FALSE,,linear
V130,95,2,V130,TRUE,0,0.0078,FALSE,,linear
V99,95,2,V130,FALSE,0,0.0025,FALSE,,linear
V131,96,2,V131,TRUE,0,0.0328,FALSE,,linear
V100,96,2,V131,FALSE,0,0.0223,FALSE,,linear
V132,97,2,V132,TRUE,0,0.2635,FALSE,,spline
V101,97,2,V132,FALSE,0,0.2424,FALSE,,spline
TransactionAmt,1,1,TransactionAmt,TRUE,0,0.1123,FALSE,,singleton
C1,10,1,C1,TRUE,0,0.419,FALSE,,singleton
V108,101,1,V108,TRUE,0,0.1338,FALSE,,singleton
V109,102,1,V109,TRUE,0,0.1155,FALSE,,singleton
V110,103,1,V110,TRUE,0,0.119,FALSE,,singleton
V111,104,1,V111,TRUE,0,0.1755,FALSE,,singleton
V114,106,1,V114,TRUE,0,0.103,FALSE,,singleton
V115,107,1,V115,TRUE,0,0.0739,FALSE,,singleton
V116,108,1,V116,TRUE,0,0.0923,FALSE,,singleton
C2,11,1,C2,TRUE,0,0.4832,FALSE,,singleton
V121,111,1,V121,TRUE,0,0.0332,FALSE,,singleton
V123,112,1,V123,TRUE,0,0.2242,FALSE,,singleton
V124,113,1,V124,TRUE,0,0.1471,FALSE,,singleton
V125,114,1,V125,TRUE,0,0.2088,FALSE,,singleton
V138,115,1,V138,TRUE,0.683341302095785,0.1192,FALSE,,singleton
C3,12,1,C3,TRUE,0,0.0378,FALSE,,singleton
V169,122,1,V169,TRUE,0.603484341381783,0.1008,FALSE,,singleton
V176,127,1,V176,TRUE,0.603484341381783,0.3444,FALSE,,singleton
C4,13,1,C4,TRUE,0,0.2189,FALSE,,singleton
V190,133,1,V190,TRUE,0.603484341381783,0.4809,FALSE,,singleton
V196,136,1,V196,TRUE,0.603484341381783,0.2947,FALSE,,singleton
V199,137,1,V199,TRUE,0.603484341381783,0.4967,FALSE,,singleton
V207,139,1,V207,TRUE,0.603484341381783,0.0863,FALSE,,singleton
C5,14,1,C5,TRUE,0,0.3596,FALSE,,singleton
V220,141,1,V220,TRUE,0.594658936967089,0.0899,FALSE,,singleton
V226,146,1,V226,TRUE,0.615407602199378,0.0475,FALSE,,singleton
V228,148,1,V228,TRUE,0.615407602199378,0.3945,FALSE,,singleton
C6,15,1,C6,TRUE,0,0.297,FALSE,,singleton
V234,151,1,V234,TRUE,0.594658936967089,0.1114,FALSE,,singleton
V240,154,1,V240,TRUE,0.615407602199378,0.0421,FALSE,,singleton
V241,155,1,V241,TRUE,0.615407602199378,0.0417,FALSE,,singleton
V243,157,1,V243,TRUE,0.615407602199378,0.5888,FALSE,,singleton
V246,159,1,V246,TRUE,0.615407602199378,0.5765,FALSE,,singleton
V247,160,1,V247,TRUE,0.615407602199378,0.2928,FALSE,,singleton
V248,161,1,V248,TRUE,0.615407602199378,0.2991,FALSE,,singleton
V249,162,1,V249,TRUE,0.615407602199378,0.3025,FALSE,,singleton
V252,163,1,V252,TRUE,0.615407602199378,0.3298,FALSE,,singleton
V253,164,1,V253,TRUE,0.615407602199378,0.3117,FALSE,,singleton
V254,165,1,V254,TRUE,0.615407602199378,0.3247,FALSE,,singleton
V257,166,1,V257,TRUE,0.615407602199378,0.6237,FALSE,,singleton
V258,167,1,V258,TRUE,0.615407602199378,0.7188,FALSE,,singleton
V260,168,1,V260,TRUE,0.615407602199378,0.1455,FALSE,,singleton
V269,170,1,V269,TRUE,0.615407602199378,0.0457,FALSE,,singleton
V281,173,1,V281,TRUE,0,0.1083,FALSE,,singleton
C9,18,1,C9,TRUE,0,0.0756,FALSE,,singleton
V290,180,1,V290,TRUE,0.000109570483703881,0.131,FALSE,,singleton
V291,181,1,V291,TRUE,0.000109570483703881,0.1263,FALSE,,singleton
V292,182,1,V292,TRUE,0.000109570483703881,0.1748,FALSE,,singleton
V307,189,1,V307,TRUE,0.000109570483703881,0.1361,FALSE,,singleton
C11,19,1,C11,TRUE,0,0.3939,FALSE,,singleton
id_01,195,1,id_01,TRUE,0.584887242011316,0.1933,FALSE,,singleton
id_02,196,1,id_02,TRUE,0.596441947565543,0.1333,FALSE,,singleton
id_03,197,1,id_03,TRUE,0.814078811060642,0.1339,FALSE,,singleton
id_04,198,1,id_04,TRUE,0.814078811060642,0.1594,FALSE,,singleton
id_05,199,1,id_05,TRUE,0.60869391983425,0.1253,FALSE,,singleton
card1,2,1,card1,TRUE,0,0.0986,FALSE,,singleton
C13,20,1,C13,TRUE,0,0.3004,FALSE,,singleton
id_06,200,1,id_06,TRUE,0.60869391983425,0.1283,FALSE,,singleton
id_07,201,1,id_07,TRUE,0.983733763646506,0.0209,FALSE,,singleton
id_08,202,1,id_08,TRUE,0.983733763646506,0.015,FALSE,,singleton
id_09,203,1,id_09,TRUE,0.782622121284565,0.1332,FALSE,,singleton
id_10,204,1,id_10,TRUE,0.782622121284565,0.1499,FALSE,,singleton
id_11,205,1,id_11,TRUE,0.59533628177544,0.103,FALSE,,singleton
id_13,206,1,id_13,TRUE,0.660122320503626,0.1629,FALSE,,singleton
id_14,207,1,id_14,TRUE,0.696360267750418,0.0849,FALSE,,singleton
id_17,208,1,id_17,TRUE,0.600525938321779,0.4639,FALSE,,singleton
id_18,209,1,id_18,TRUE,0.870109172045581,0.0499,FALSE,,singleton
C14,21,1,C14,TRUE,0,0.2764,FALSE,,singleton
id_19,210,1,id_19,TRUE,0.600615586899355,0.3321,FALSE,,singleton
id_20,211,1,id_20,TRUE,0.600665391664674,0.2542,FALSE,,singleton
id_21,212,1,id_21,TRUE,0.983763646505698,0.0114,FALSE,,singleton
id_22,213,1,id_22,TRUE,0.983723802693442,0.0244,FALSE,,singleton
id_24,214,1,id_24,TRUE,0.984998804685632,0.0059,FALSE,,singleton
id_25,215,1,id_25,TRUE,0.98384333413021,0.0136,FALSE,,singleton
id_26,216,1,id_26,TRUE,0.983733763646506,0.0285,FALSE,,singleton
id_32,217,1,id_32,TRUE,0.701340744282413,0.1531,FALSE,,singleton
id_35,218,1,id_35,TRUE,0.59533628177544,0.4182,FALSE,,singleton
id_36,219,1,id_36,TRUE,0.59533628177544,0.1053,FALSE,,singleton
D1,22,1,D1,TRUE,0,0.1095,FALSE,,singleton
id_37,220,1,id_37,TRUE,0.59533628177544,0.0904,FALSE,,singleton
id_38,221,1,id_38,TRUE,0.59533628177544,0.168,FALSE,,singleton
